country,indicator_abbr,indicator_name,dimension,group,prevalence,population,who_region,income_group,gender
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 4,46.20000076293945,1646.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 5 (richest),42.29999923706055,2039.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),No or primary education,49.900001525878906,7408.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),Secondary or higher education,41.099998474121094,1012.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Higher education,32.29999923706055,84.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),No education,51.099998474121094,6246.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Primary education,43.20000076293945,1161.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Secondary education,41.900001525878906,928.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Rural,51.099998474121094,6194.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Urban,42.599998474121094,2230.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,boucle du mouhoun,48.599998474121094,927.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,cascades,56.599998474121094,317.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre,42.0,1196.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-est,50.20000076293945,609.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-nord,51.0,592.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-ouest,50.70000076293945,661.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-sud,45.70000076293945,369.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,est,53.099998474121094,738.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,hauts-bassins,45.29999923706055,1050.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,nord,43.5,603.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,plateau central,44.79999923706055,392.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,sahel,69.0,609.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,sud-ouest,40.400001525878906,359.0,African,Low income,Female
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 1 (poorest),35.400001525878906,1039.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 2,28.600000381469727,1209.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 3,31.600000381469727,1148.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 4,28.0,1200.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 5 (richest),20.899999618530273,1658.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),No or primary education,29.399999618530273,5013.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),Secondary or higher education,23.299999237060547,1240.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Higher education,13.5,157.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),No education,30.700000762939453,3729.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Primary education,25.5,1284.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Secondary education,24.700000762939453,1082.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Rural,30.299999237060547,4447.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Urban,22.700000762939453,1806.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,boucle du mouhoun,27.399999618530273,747.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,cascades,29.799999237060547,239.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre,19.899999618530273,991.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre-est,27.399999618530273,390.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre-nord,26.5,395.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre-ouest,35.900001525878906,448.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre-sud,24.100000381469727,312.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,est,29.0,553.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,hauts-bassins,24.100000381469727,761.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,nord,27.799999237060547,372.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,plateau central,30.0,298.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,sahel,48.70000076293945,479.0,African,Low income,Male
Burkina Faso,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,sud-ouest,25.5,268.0,African,Low income,Male
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 1 (poorest),22.100000381469727,913.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 2,22.5,911.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 3,18.899999618530273,894.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 4,14.399999618530273,923.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 5 (richest),14.5,908.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),No or primary education,19.600000381469727,3990.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),Secondary or higher education,10.399999618530273,558.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Higher education,19.100000381469727,34.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),No education,20.299999237060547,2073.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Primary education,18.899999618530273,1917.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Secondary education,9.800000190734863,524.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Rural,18.799999237060547,4076.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Urban,16.100000381469727,472.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bujumbura,15.899999618530273,316.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-east,17.600000381469727,1113.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,north,19.899999618530273,1353.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,south,15.100000381469727,996.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,west,22.600000381469727,769.0,African,Low income,Female
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 1 (poorest),16.399999618530273,584.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 2,14.699999809265137,660.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 3,14.5,698.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 4,11.899999618530273,736.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 5 (richest),6.300000190734863,914.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),No or primary education,14.100000381469727,2837.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),Secondary or higher education,5.0,755.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Higher education,0.800000011920929,81.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),No education,14.0,1028.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Primary education,14.199999809265137,1809.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Secondary education,5.5,674.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Rural,13.600000381469727,3053.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Urban,4.599999904632568,539.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,bujumbura,3.5,402.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,centre-east,15.199999809265137,779.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,north,16.0,1054.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,south,9.300000190734863,732.0,African,Low income,Male
Burundi,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,west,11.100000381469727,625.0,African,Low income,Male
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 1 (poorest),50.29999923706055,1626.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 2,45.79999923706055,1697.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 3,40.900001525878906,1716.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 4,35.70000076293945,1734.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 5 (richest),25.200000762939453,1813.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),No or primary education,43.400001525878906,6437.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),Secondary or higher education,27.0,2150.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Higher education,19.899999618530273,109.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),No education,45.79999923706055,3067.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Primary education,41.099998474121094,3370.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Secondary education,27.399999618530273,2041.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Rural,41.900001525878906,7461.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Urban,22.0,1126.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bubanza,42.20000076293945,366.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bujumbura mairie,21.200000762939453,667.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bujumbura rural,32.0,500.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bururi,19.899999618530273,291.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,cankuzo,54.400001525878906,239.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,cibitoke,52.5,439.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,gitega,31.399999618530273,752.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,karusi,28.100000381469727,425.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,kayanza,39.5,665.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,kirundo,60.400001525878906,582.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,makamba,38.5,499.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,muramvya,33.400001525878906,316.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,muyinga,43.70000076293945,606.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,mwaro,31.100000381469727,280.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,ngozi,47.70000076293945,709.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,rumonge,36.599998474121094,451.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,rutana,39.29999923706055,376.0,African,Low income,Female
Burundi,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,ruyigi,54.20000076293945,423.0,African,Low income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 1 (poorest),52.79999923706055,841.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 2,56.79999923706055,851.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 3,54.20000076293945,832.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 4,52.20000076293945,920.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Economic status (wealth quintile),Quintile 5 (richest),53.099998474121094,1146.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),No or primary education,55.0,3677.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (2 groups),Secondary or higher education,48.79999923706055,913.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Higher education,51.099998474121094,102.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),No education,55.29999923706055,2508.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Primary education,54.29999923706055,1168.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Education (4 groups),Secondary education,48.599998474121094,811.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Rural,54.70000076293945,2307.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Place of residence,Urban,52.79999923706055,2282.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,abidjan,53.099998474121094,1014.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,bas sassandra,61.099998474121094,349.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre,45.0,314.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-est,47.099998474121094,119.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,centre-ouest,53.79999923706055,646.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,montagnes,50.70000076293945,562.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,nord-ouest,57.0,200.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,savanes,32.70000076293945,242.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,sud,54.0,595.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,vallee du bandama,74.69999694824219,372.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_F,Anaemia prevalence (%) - Female,Subnational region,zanzan,52.79999923706055,176.0,African,Lower middle income,Female
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 1 (poorest),27.600000381469727,774.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 2,35.900001525878906,650.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 3,27.100000381469727,681.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 4,28.899999618530273,869.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Economic status (wealth quintile),Quintile 5 (richest),26.600000381469727,877.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),No or primary education,28.5,2397.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (2 groups),Secondary or higher education,29.799999237060547,1454.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Higher education,22.799999237060547,231.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),No education,27.899999618530273,1330.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Primary education,29.200000762939453,1068.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Education (4 groups),Secondary education,31.100000381469727,1224.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Rural,30.0,1958.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Place of residence,Urban,27.899999618530273,1893.0,African,Lower middle income,Male
Côte d'Ivoire,AN_ANEM_ANY_M,Anaemia prevalence (%) - Male,Subnational region,abidjan,26.600000381469727,877.0,African,Lower middle income,Male
